Ontology - all subclasses of class from New SmartTable with Bacteria 	Matches	Object ID	Common-Name
TAX-1744	TAX-2	TAX-1744	Propionibacterium freudenreichii
TAX-2332	TAX-2	TAX-2332	Propionigenium
TAX-2333	TAX-2	TAX-2333	Propionigenium modestum
TAX-112902	TAX-2	TAX-112902	Propionispora
TAX-112903	TAX-2	TAX-112903	Propionispora vibrioides
TAX-1101	TAX-2	TAX-1101	Prosthecochloris
TAX-1098	TAX-2	TAX-1098	Prosthecochloris vibrioformis
TAX-1155385	TAX-2	TAX-1155385	Proteiniclasticum
TAX-398199	TAX-2	TAX-398199	Proteiniclasticum ruminis
TAX-294702	TAX-2	TAX-294702	Proteiniphilum
TAX-294710	TAX-2	TAX-294710	Proteiniphilum acetatigenes
TAX-1224	TAX-2	TAX-1224	Proteobacteria
TAX-32045	TAX-2	TAX-32045	Proteobacteria incertae sedis
TAX-583	TAX-2	TAX-583	Proteus <enterobacteria>
TAX-584	TAX-2	TAX-584	Proteus mirabilis
ORG-6241	TAX-2	ORG-6241	Proteus penneri
TAX-102862	TAX-2	TAX-102862	Proteus penneri
TAX-585	TAX-2	TAX-585	Proteus vulgaris
ORG-6242	TAX-2	ORG-6242	Proteus vulgaris OX2
TAX-586	TAX-2	TAX-586	Providencia
TAX-126385	TAX-2	TAX-126385	Providencia alcalifaciens
TAX-587	TAX-2	TAX-587	Providencia rettgeri
TAX-588	TAX-2	TAX-588	Providencia stuartii
TAX-93368	TAX-2	TAX-93368	Pseudaminobacter
ORG-6163	TAX-2	ORG-6163	Pseudaminobacter salicylatoxidans
TAX-93369	TAX-2	TAX-93369	Pseudaminobacter salicylatoxidans
TAX-1152	TAX-2	TAX-1152	Pseudanabaena
TAX-941940	TAX-2	TAX-941940	Pseudanabaena limnetica
TAX-54310	TAX-2	TAX-54310	Pseudanabaena limnetica
TAX-1890436	TAX-2	TAX-1890436	Pseudanabaenaceae
TAX-2881377	TAX-2	TAX-2881377	Pseudanabaenales
TAX-1742993	TAX-2	TAX-1742993	Pseudarthrobacter
TAX-85085	TAX-2	TAX-85085	Pseudarthrobacter chlorophenolicus
TAX-1671	TAX-2	TAX-1671	Pseudarthrobacter oxydans
TAX-361575	TAX-2	TAX-361575	Pseudarthrobacter phenanthrenivorans
TAX-1676	TAX-2	TAX-1676	Pseudarthrobacter polychromogenes
TAX-121292	TAX-2	TAX-121292	Pseudarthrobacter sulfonivorans
TAX-267888	TAX-2	TAX-267888	Pseudoalteromonadaceae
TAX-53246	TAX-2	TAX-53246	Pseudoalteromonas
TAX-288	TAX-2	TAX-288	Pseudoalteromonas atlantica
TAX-342610	TAX-2	TAX-342610	Pseudoalteromonas atlantica
TAX-227	TAX-2	TAX-227	Pseudoalteromonas carrageenovora
TAX-228	TAX-2	TAX-228	Pseudoalteromonas haloplanktis
TAX-1353533	TAX-2	TAX-1353533	Pseudoalteromonas luteoviolacea
TAX-43657	TAX-2	TAX-43657	Pseudoalteromonas luteoviolacea
TAX-161398	TAX-2	TAX-161398	Pseudoalteromonas phenolica
TAX-1315281	TAX-2	TAX-1315281	Pseudoalteromonas phenolica
TAX-437706	TAX-2	TAX-437706	Pseudoalteromonas sp. AJ5
TAX-387938	TAX-2	TAX-387938	Pseudoalteromonas sp. CL19
TAX-702975	TAX-2	TAX-702975	Pseudoalteromonas sp. LL1
TAX-747457	TAX-2	TAX-747457	Pseudoalteromonas sp. SANK 73390
TAX-43659	TAX-2	TAX-43659	Pseudoalteromonas tetraodonis
TAX-326442	TAX-2	TAX-326442	Pseudoalteromonas translucida
TAX-166935	TAX-2	TAX-166935	Pseudoalteromonas translucida
TAX-1486726	TAX-2	TAX-1486726	Pseudobacteroides
TAX-35825	TAX-2	TAX-35825	Pseudobacteroides cellulosolvens
TAX-46205	TAX-2	TAX-46205	Pseudobutyrivibrio
TAX-185007	TAX-2	TAX-185007	Pseudobutyrivibrio xylanivorans
TAX-2304693	TAX-2	TAX-2304693	Pseudoclostridium
TAX-84032	TAX-2	TAX-84032	Pseudoclostridium thermosuccinogenes
TAX-111527	TAX-2	TAX-111527	pseudomallei group
TAX-135621	TAX-2	TAX-135621	Pseudomonadaceae
TAX-72274	TAX-2	TAX-72274	Pseudomonadales
TAX-503006	TAX-2	TAX-503006	Pseudomonadales incertae sedis
TAX-286	TAX-2	TAX-286	Pseudomonas
ORG-5927	TAX-2	ORG-5927	Pseudomonas aeruginosa
TAX-652611	TAX-2	TAX-652611	Pseudomonas aeruginosa
ORG-6237	TAX-2	ORG-6237	Pseudomonas aeruginosa
ORG-6121	TAX-2	ORG-6121	Pseudomonas aeruginosa
ORG-6238	TAX-2	ORG-6238	Pseudomonas aeruginosa
ORG-6217	TAX-2	ORG-6217	Pseudomonas aeruginosa
TAX-208964	TAX-2	TAX-208964	Pseudomonas aeruginosa
ORG-6236	TAX-2	ORG-6236	Pseudomonas aeruginosa
TAX-287	TAX-2	TAX-287	Pseudomonas aeruginosa
TAX-136841	TAX-2	TAX-136841	Pseudomonas aeruginosa group
TAX-43263	TAX-2	TAX-43263	Pseudomonas alcaligenes
ORG-6230	TAX-2	ORG-6230	Pseudomonas alcaligenes
ORG-5928	TAX-2	ORG-5928	Pseudomonas alcaligenes
TAX-86841	TAX-2	TAX-86841	Pseudomonas amygdali
TAX-47877	TAX-2	TAX-47877	Pseudomonas amygdali
TAX-47878	TAX-2	TAX-47878	Pseudomonas azotoformans
TAX-2859001	TAX-2	TAX-2859001	Pseudomonas canavaninivorans
ORG-6112	TAX-2	ORG-6112	Pseudomonas cepacia
TAX-203192	TAX-2	TAX-203192	Pseudomonas chloritidismutans
TAX-1038921	TAX-2	TAX-1038921	Pseudomonas chlororaphis
TAX-333	TAX-2	TAX-333	Pseudomonas chlororaphis
TAX-587851	TAX-2	TAX-587851	Pseudomonas chlororaphis
ORG-6132	TAX-2	ORG-6132	Pseudomonas chlororaphis
TAX-587753	TAX-2	TAX-587753	Pseudomonas chlororaphis
TAX-136842	TAX-2	TAX-136842	Pseudomonas chlororaphis group
TAX-36746	TAX-2	TAX-36746	Pseudomonas cichorii
TAX-53408	TAX-2	TAX-53408	Pseudomonas citronellolis
TAX-416340	TAX-2	TAX-416340	Pseudomonas clemancea
TAX-417620	TAX-2	TAX-417620	Pseudomonas collierea
TAX-77915	TAX-2	TAX-77915	Pseudomonas cruciviae
TAX-882211	TAX-2	TAX-882211	Pseudomonas deceptionensis
TAX-43306	TAX-2	TAX-43306	Pseudomonas denitrificans (nom. rej.)
TAX-312306	TAX-2	TAX-312306	Pseudomonas entomophila
TAX-384676	TAX-2	TAX-384676	Pseudomonas entomophila
TAX-205922	TAX-2	TAX-205922	Pseudomonas fluorescens
ORG-6192	TAX-2	ORG-6192	Pseudomonas fluorescens
ORG-6164	TAX-2	ORG-6164	Pseudomonas fluorescens
ORG-6097	TAX-2	ORG-6097	Pseudomonas fluorescens
TAX-216595	TAX-2	TAX-216595	Pseudomonas fluorescens
ORG-6204	TAX-2	ORG-6204	Pseudomonas fluorescens
ORG-6167	TAX-2	ORG-6167	Pseudomonas fluorescens
ORG-6130	TAX-2	ORG-6130	Pseudomonas fluorescens
TAX-746360	TAX-2	TAX-746360	Pseudomonas fluorescens
ORG-6360	TAX-2	ORG-6360	Pseudomonas fluorescens
ORG-6185	TAX-2	ORG-6185	Pseudomonas fluorescens
ORG-6131	TAX-2	ORG-6131	Pseudomonas fluorescens
ORG-5935	TAX-2	ORG-5935	Pseudomonas fluorescens
TAX-294	TAX-2	TAX-294	Pseudomonas fluorescens
ORG-5929	TAX-2	ORG-5929	Pseudomonas fluorescens 2-79
ORG-5930	TAX-2	ORG-5930	Pseudomonas fluorescens 23F
ORG-5931	TAX-2	ORG-5931	Pseudomonas fluorescens AN103
ORG-5932	TAX-2	ORG-5932	Pseudomonas fluorescens ATCC 11250
TAX-136843	TAX-2	TAX-136843	Pseudomonas fluorescens group
ORG-5934	TAX-2	ORG-5934	Pseudomonas fluorescens I-C
TAX-296	TAX-2	TAX-296	Pseudomonas fragi
TAX-39439	TAX-2	TAX-39439	Pseudomonas hydrogenovora
ORG-57114	TAX-2	ORG-57114	Pseudomonas IA
TAX-256466	TAX-2	TAX-256466	Pseudomonas japonica
TAX-132476	TAX-2	TAX-132476	Pseudomonas kilonensis
TAX-1301098	TAX-2	TAX-1301098	Pseudomonas knackmussii
TAX-65741	TAX-2	TAX-65741	Pseudomonas knackmussii
ORG-6153	TAX-2	ORG-6153	Pseudomonas LD2
TAX-42685	TAX-2	TAX-42685	Pseudomonas marginata
TAX-300	TAX-2	TAX-300	Pseudomonas mendocina
ORG-5936	TAX-2	ORG-5936	Pseudomonas mendocina (pWWO) or (pTOL)
ORG-6114	TAX-2	ORG-6114	Pseudomonas mendocina 35
TAX-32044	TAX-2	TAX-32044	Pseudomonas mevalonii
TAX-395599	TAX-2	TAX-395599	Pseudomonas moorei
ORG-5937	TAX-2	ORG-5937	Pseudomonas MS 
ORG-6078	TAX-2	ORG-6078	Pseudomonas nitroreducens
TAX-46680	TAX-2	TAX-46680	Pseudomonas nitroreducens
TAX-627141	TAX-2	TAX-627141	Pseudomonas nitroreducens/multiresinivorans group
TAX-301	TAX-2	TAX-301	Pseudomonas oleovorans
TAX-1232139	TAX-2	TAX-1232139	Pseudomonas oleovorans/pseudoalcaligenes group
ORG-5939	TAX-2	ORG-5939	Pseudomonas P-2  
TAX-1124983	TAX-2	TAX-1124983	Pseudomonas protegens
TAX-220664	TAX-2	TAX-220664	Pseudomonas protegens
TAX-380021	TAX-2	TAX-380021	Pseudomonas protegens
ORG-6152	TAX-2	ORG-6152	Pseudomonas putida
ORG-5959	TAX-2	ORG-5959	Pseudomonas putida
ORG-5943	TAX-2	ORG-5943	Pseudomonas putida
TAX-160488	TAX-2	TAX-160488	Pseudomonas putida
ORG-6147	TAX-2	ORG-6147	Pseudomonas putida
ORG-5956	TAX-2	ORG-5956	Pseudomonas putida
ORG-5940	TAX-2	ORG-5940	Pseudomonas putida
ORG-6334	TAX-2	ORG-6334	Pseudomonas putida
ORG-6144	TAX-2	ORG-6144	Pseudomonas putida
ORG-5953	TAX-2	ORG-5953	Pseudomonas putida
ORG-6283	TAX-2	ORG-6283	Pseudomonas putida
ORG-6129	TAX-2	ORG-6129	Pseudomonas putida
ORG-5950	TAX-2	ORG-5950	pseudomonas putida
ORG-6172	TAX-2	ORG-6172	Pseudomonas putida
ORG-6076	TAX-2	ORG-6076	Pseudomonas putida
ORG-5947	TAX-2	ORG-5947	Pseudomonas putida
ORG-6158	TAX-2	ORG-6158	Pseudomonas putida
ORG-5960	TAX-2	ORG-5960	Pseudomonas putida
ORG-5944	TAX-2	ORG-5944	Pseudomonas putida
TAX-351746	TAX-2	TAX-351746	Pseudomonas putida
ORG-6148	TAX-2	ORG-6148	Pseudomonas putida
ORG-5957	TAX-2	ORG-5957	Pseudomonas putida
ORG-5941	TAX-2	ORG-5941	Pseudomonas putida
ORG-6335	TAX-2	ORG-6335	Pseudomonas putida
ORG-6145	TAX-2	ORG-6145	Pseudomonas putida
ORG-5954	TAX-2	ORG-5954	Pseudomonas putida
ORG-6286	TAX-2	ORG-6286	Pseudomonas putida
ORG-6140	TAX-2	ORG-6140	Pseudomonas putida
ORG-5951	TAX-2	ORG-5951	Pseudomonas putida
ORG-6205	TAX-2	ORG-6205	Pseudomonas putida
ORG-6080	TAX-2	ORG-6080	Pseudomonas putida
ORG-5948	TAX-2	ORG-5948	Pseudomonas putida
ORG-6168	TAX-2	ORG-6168	Pseudomonas putida
ORG-5961	TAX-2	ORG-5961	Pseudomonas putida
ORG-5945	TAX-2	ORG-5945	Pseudomonas putida
TAX-76869	TAX-2	TAX-76869	Pseudomonas putida
ORG-6151	TAX-2	ORG-6151	Pseudomonas putida
ORG-5958	TAX-2	ORG-5958	Pseudomonas putida
ORG-5942	TAX-2	ORG-5942	Pseudomonas putida
TAX-1042876	TAX-2	TAX-1042876	Pseudomonas putida
ORG-6146	TAX-2	ORG-6146	Pseudomonas putida
ORG-5955	TAX-2	ORG-5955	Pseudomonas putida
ORG-6333	TAX-2	ORG-6333	Pseudomonas putida
ORG-6143	TAX-2	ORG-6143	Pseudomonas putida
ORG-5952	TAX-2	ORG-5952	Pseudomonas putida
ORG-6229	TAX-2	ORG-6229	Pseudomonas putida
ORG-6096	TAX-2	ORG-6096	Pseudomonas putida
ORG-5949	TAX-2	ORG-5949	Pseudomonas putida
ORG-6169	TAX-2	ORG-6169	Pseudomonas putida
ORG-6066	TAX-2	ORG-6066	Pseudomonas putida
ORG-5946	TAX-2	ORG-5946	Pseudomonas putida
TAX-303	TAX-2	TAX-303	Pseudomonas putida
TAX-136845	TAX-2	TAX-136845	Pseudomonas putida group
TAX-395598	TAX-2	TAX-395598	Pseudomonas reinekei
TAX-76760	TAX-2	TAX-76760	Pseudomonas rhodesiae
TAX-318	TAX-2	TAX-318	Pseudomonas savastanoi
TAX-319	TAX-2	TAX-319	Pseudomonas savastanoi
TAX-29438	TAX-2	TAX-29438	Pseudomonas savastanoi
TAX-321846	TAX-2	TAX-321846	Pseudomonas simiae
ORG-6113	TAX-2	ORG-6113	Pseudomonas sp GU5
TAX-306	TAX-2	TAX-306	Pseudomonas sp.
TAX-633150	TAX-2	TAX-633150	Pseudomonas sp. 1-7
TAX-59918	TAX-2	TAX-59918	Pseudomonas sp. 113
TAX-272915	TAX-2	TAX-272915	Pseudomonas sp. 7B
TAX-533317	TAX-2	TAX-533317	Pseudomonas sp. A2C
TAX-486399	TAX-2	TAX-486399	Pseudomonas sp. A3
TAX-47660	TAX-2	TAX-47660	Pseudomonas sp. ADP
TAX-29440	TAX-2	TAX-29440	Pseudomonas sp. AK-1
TAX-874293	TAX-2	TAX-874293	Pseudomonas sp. AP3
ORG-5965	TAX-2	ORG-5965	Pseudomonas sp. ATCC 14676
ORG-5966	TAX-2	ORG-5966	Pseudomonas sp. ATCC 17483
TAX-313	TAX-2	TAX-313	Pseudomonas sp. ATCC29598
ORG-5967	TAX-2	ORG-5967	Pseudomonas sp. B<sub>2</sub>aba
TAX-1586081	TAX-2	TAX-1586081	Pseudomonas sp. C5pp
TAX-1190938	TAX-2	TAX-1190938	Pseudomonas sp. C6 (2012)
TAX-135214	TAX-2	TAX-135214	Pseudomonas sp. CA10
TAX-765715	TAX-2	TAX-765715	Pseudomonas sp. CBB1
TAX-72586	TAX-2	TAX-72586	Pseudomonas sp. CBS3
TAX-79676	TAX-2	TAX-79676	Pseudomonas sp. CF600
TAX-440512	TAX-2	TAX-440512	Pseudomonas sp. Chol1
TAX-1007495	TAX-2	TAX-1007495	Pseudomonas sp. DSM 6611
ORG-5968	TAX-2	ORG-5968	Pseudomonas sp. ENV2030
TAX-644631	TAX-2	TAX-644631	Pseudomonas sp. gs1
ORG-5969	TAX-2	ORG-5969	Pseudomonas sp. HH69
TAX-86003	TAX-2	TAX-86003	Pseudomonas sp. HR199
TAX-879273	TAX-2	TAX-879273	Pseudomonas sp. HZN6
TAX-76885	TAX-2	TAX-76885	Pseudomonas sp. K-62
ORG-5962	TAX-2	ORG-5962	Pseudomonas Sp. K172
ORG-5970	TAX-2	ORG-5970	Pseudomonas sp. KB 740
TAX-159091	TAX-2	TAX-159091	Pseudomonas sp. KIE171
TAX-311	TAX-2	TAX-311	Pseudomonas sp. KWI-56
TAX-60694	TAX-2	TAX-60694	Pseudomonas sp. MA-1
TAX-258476	TAX-2	TAX-258476	Pseudomonas sp. MCI3434
TAX-231957	TAX-2	TAX-231957	Pseudomonas sp. MG61
TAX-160393	TAX-2	TAX-160393	Pseudomonas sp. ML2
ORG-5971	TAX-2	ORG-5971	Pseudomonas sp. MS
ORG-5938	TAX-2	ORG-5938	Pseudomonas sp. MSU-1
ORG-6197	TAX-2	ORG-6197	Pseudomonas sp. NCIB 10590
ORG-5972	TAX-2	ORG-5972	Pseudomonas sp. NCIB 8858
ORG-6011	TAX-2	ORG-6011	Pseudomonas sp. NCIB 9872
TAX-110517	TAX-2	TAX-110517	Pseudomonas sp. NCIB9816-4
TAX-268808	TAX-2	TAX-268808	Pseudomonas sp. NCIMB 10558
TAX-314	TAX-2	TAX-314	Pseudomonas sp. NK87
ORG-6175	TAX-2	ORG-6175	Pseudomonas sp. No. 53
TAX-29441	TAX-2	TAX-29441	Pseudomonas sp. NS671
ORG-5973	TAX-2	ORG-5973	Pseudomonas sp. NT4
TAX-690235	TAX-2	TAX-690235	Pseudomonas sp. NyZ402
TAX-72587	TAX-2	TAX-72587	Pseudomonas sp. P.J. 874
TAX-65067	TAX-2	TAX-65067	Pseudomonas sp. P51
ORG-5974	TAX-2	ORG-5974	Pseudomonas sp. P<sub>G</sub>
ORG-5975	TAX-2	ORG-5975	Pseudomonas Sp. PB16
TAX-432615	TAX-2	TAX-432615	Pseudomonas sp. PL
TAX-469561	TAX-2	TAX-469561	Pseudomonas sp. PS14
TAX-243975	TAX-2	TAX-243975	Pseudomonas sp. Ps7
TAX-1914534	TAX-2	TAX-1914534	Pseudomonas sp. SG-MS2
ORG-6365	TAX-2	ORG-6365	Pseudomonas sp. strain E-3
ORG-6127	TAX-2	ORG-6127	Pseudomonas sp. strain VM15C
TAX-2083051	TAX-2	TAX-2083051	Pseudomonas sp. SWI6
TAX-430441	TAX-2	TAX-430441	Pseudomonas sp. T62
ORG-5977	TAX-2	ORG-5977	Pseudomonas sp. TA-2
TAX-166785	TAX-2	TAX-166785	Pseudomonas sp. TK4
ORG-6343	TAX-2	ORG-6343	Pseudomonas sp. TPU 7192
TAX-69328	TAX-2	TAX-69328	Pseudomonas sp. VLB120
TAX-165468	TAX-2	TAX-165468	Pseudomonas sp. WBC-3
TAX-198931	TAX-2	TAX-198931	Pseudomonas sp. Y2
TAX-744723	TAX-2	TAX-744723	Pseudomonas sp. YGJ3
TAX-66693	TAX-2	TAX-66693	Pseudomonas sp. YL
TAX-47882	TAX-2	TAX-47882	Pseudomonas straminea
ORG-5978	TAX-2	ORG-5978	Pseudomonas stutzeri
ORG-6281	TAX-2	ORG-6281	Pseudomonas stutzeri
TAX-477228	TAX-2	TAX-477228	Pseudomonas stutzeri
TAX-316	TAX-2	TAX-316	Pseudomonas stutzeri
TAX-136846	TAX-2	TAX-136846	Pseudomonas stutzeri group
TAX-578833	TAX-2	TAX-578833	Pseudomonas stutzeri subgroup
TAX-629265	TAX-2	TAX-629265	Pseudomonas syringae
TAX-223283	TAX-2	TAX-223283	Pseudomonas syringae
TAX-205918	TAX-2	TAX-205918	Pseudomonas syringae
TAX-103796	TAX-2	TAX-103796	Pseudomonas syringae
TAX-321	TAX-2	TAX-321	Pseudomonas syringae
TAX-264449	TAX-2	TAX-264449	Pseudomonas syringae
TAX-317	TAX-2	TAX-317	Pseudomonas syringae
TAX-59511	TAX-2	TAX-59511	Pseudomonas syringae
TAX-323	TAX-2	TAX-323	Pseudomonas syringae
TAX-136849	TAX-2	TAX-136849	Pseudomonas syringae group
TAX-251695	TAX-2	TAX-251695	Pseudomonas syringae group genomosp. 1
TAX-251698	TAX-2	TAX-251698	Pseudomonas syringae group genomosp. 2
TAX-251701	TAX-2	TAX-251701	Pseudomonas syringae group genomosp. 3
TAX-470150	TAX-2	TAX-470150	Pseudomonas taiwanensis
TAX-416339	TAX-2	TAX-416339	Pseudomonas teessidea
ORG-6297	TAX-2	ORG-6297	Pseudomonas veronii
ORG-6098	TAX-2	ORG-6098	Pseudomonas veronii
TAX-76761	TAX-2	TAX-76761	Pseudomonas veronii
TAX-1847	TAX-2	TAX-1847	Pseudonocardia
TAX-2074	TAX-2	TAX-2074	Pseudonocardia autotrophica
TAX-761194	TAX-2	TAX-761194	Pseudonocardia sp. P1
TAX-2070	TAX-2	TAX-2070	Pseudonocardiaceae
TAX-85010	TAX-2	TAX-85010	Pseudonocardiales
TAX-1679449	TAX-2	TAX-1679449	Pseudooceanicola
TAX-252305	TAX-2	TAX-252305	Pseudooceanicola batsensis
TAX-314255	TAX-2	TAX-314255	Pseudooceanicola batsensis
TAX-113286	TAX-2	TAX-113286	Pseudoramibacter
TAX-113287	TAX-2	TAX-113287	Pseudoramibacter alactolyticus
TAX-1903858	TAX-2	TAX-1903858	Pseudorhizobium
TAX-1125847	TAX-2	TAX-1125847	Pseudorhizobium banfieldiae
TAX-1221880	TAX-2	TAX-1221880	Psychrobacillus
TAX-1461	TAX-2	TAX-1461	Psychrobacillus insolitus
TAX-497	TAX-2	TAX-497	Psychrobacter
TAX-45610	TAX-2	TAX-45610	Psychrobacter urativorans
TAX-83612	TAX-2	TAX-83612	Psychroflexus
TAX-313595	TAX-2	TAX-313595	Psychroflexus torquis
TAX-57029	TAX-2	TAX-57029	Psychroflexus torquis
TAX-267894	TAX-2	TAX-267894	Psychromonadaceae
TAX-67572	TAX-2	TAX-67572	Psychromonas
TAX-357804	TAX-2	TAX-357804	Psychromonas ingrahamii
TAX-357794	TAX-2	TAX-357794	Psychromonas ingrahamii
TAX-415002	TAX-2	TAX-415002	Puniceicoccaceae
TAX-415001	TAX-2	TAX-415001	Puniceicoccales
TAX-1783257	TAX-2	TAX-1783257	PVC group
TAX-48736	TAX-2	TAX-48736	Ralstonia
ORG-6075	TAX-2	ORG-6075	Ralstonia eutropha
ORG-6081	TAX-2	ORG-6081	Ralstonia eutropha
TAX-1366050	TAX-2	TAX-1366050	Ralstonia pickettii
ORG-6092	TAX-2	ORG-6092	Ralstonia pickettii
TAX-329	TAX-2	TAX-329	Ralstonia pickettii
TAX-267608	TAX-2	TAX-267608	Ralstonia solanacearum
TAX-305	TAX-2	TAX-305	Ralstonia solanacearum
TAX-209770	TAX-2	TAX-209770	Ralstonia sp. EDS1
TAX-622618	TAX-2	TAX-622618	Ralstonia sp. JS668
TAX-657395	TAX-2	TAX-657395	Ralstonia sp. T6
TAX-70356	TAX-2	TAX-70356	Ralstonia sp. U2
TAX-211969	TAX-2	TAX-211969	Ralstonia sp. XJ12B
TAX-160674	TAX-2	TAX-160674	Raoultella
TAX-575	TAX-2	TAX-575	Raoultella planticola
TAX-577	TAX-2	TAX-577	Raoultella terrigena
TAX-244599	TAX-2	TAX-244599	Raphidiopsis
TAX-638002	TAX-2	TAX-638002	Raphidiopsis curvata
TAX-312883	TAX-2	TAX-312883	Raphidiopsis curvata
TAX-33886	TAX-2	TAX-33886	Rathayibacter
TAX-59737	TAX-2	TAX-59737	Rathayibacter iranicus
TAX-33888	TAX-2	TAX-33888	Rathayibacter tritici
TAX-230494	TAX-2	TAX-230494	Reinekea
TAX-230495	TAX-2	TAX-230495	Reinekea marinisedimentorum
TAX-1645	TAX-2	TAX-1645	Renibacterium
TAX-1646	TAX-2	TAX-1646	Renibacterium salmoninarum
TAX-82115	TAX-2	TAX-82115	Rhizobiaceae
TAX-379	TAX-2	TAX-379	Rhizobium
TAX-29449	TAX-2	TAX-29449	Rhizobium etli
TAX-384	TAX-2	TAX-384	Rhizobium leguminosarum
TAX-216596	TAX-2	TAX-216596	Rhizobium leguminosarum
TAX-1041145	TAX-2	TAX-1041145	Rhizobium leguminosarum
TAX-385	TAX-2	TAX-385	Rhizobium leguminosarum
TAX-386	TAX-2	TAX-386	Rhizobium leguminosarum
TAX-387	TAX-2	TAX-387	Rhizobium leguminosarum
TAX-464029	TAX-2	TAX-464029	Rhizobium oryzae
TAX-396	TAX-2	TAX-396	Rhizobium phaseoli
TAX-168685	TAX-2	TAX-168685	Rhizobium sp. AC100
TAX-267998	TAX-2	TAX-267998	Rhizobium sp. MTP-10005
TAX-398	TAX-2	TAX-398	Rhizobium tropici
TAX-698761	TAX-2	TAX-698761	Rhizobium tropici
TAX-1673	TAX-2	TAX-1673	Rhizobium viscosum
TAX-227290	TAX-2	TAX-227290	Rhizobium/Agrobacterium group
TAX-1649486	TAX-2	TAX-1649486	Rhizorhabdus
TAX-392499	TAX-2	TAX-392499	Rhizorhabdus wittichii
TAX-1283312	TAX-2	TAX-1283312	Rhizorhabdus wittichii
TAX-160791	TAX-2	TAX-160791	Rhizorhabdus wittichii
TAX-1775411	TAX-2	TAX-1775411	Rhodanobacteraceae
TAX-1060	TAX-2	TAX-1060	Rhodobacter
TAX-272942	TAX-2	TAX-272942	Rhodobacter capsulatus
TAX-1061	TAX-2	TAX-1061	Rhodobacter capsulatus
ORG-6067	TAX-2	ORG-6067	Rhodobacter sphaeroides
TAX-31989	TAX-2	TAX-31989	Rhodobacteraceae
TAX-204455	TAX-2	TAX-204455	Rhodobacterales
TAX-1827	TAX-2	TAX-1827	Rhodococcus <high G+C Gram-positive bacteria>
TAX-53972	TAX-2	TAX-53972	Rhodococcus corynebacterioides
TAX-43767	TAX-2	TAX-43767	Rhodococcus equi
ORG-6345	TAX-2	ORG-6345	Rhodococcus erythropolis
TAX-1078016	TAX-2	TAX-1078016	Rhodococcus erythropolis
ORG-6040	TAX-2	ORG-6040	Rhodococcus erythropolis
ORG-6248	TAX-2	ORG-6248	Rhodococcus erythropolis
TAX-1833	TAX-2	TAX-1833	Rhodococcus erythropolis
TAX-2840174	TAX-2	TAX-2840174	Rhodococcus erythropolis group
TAX-1828	TAX-2	TAX-1828	Rhodococcus fascians
TAX-33008	TAX-2	TAX-33008	Rhodococcus globerulus
TAX-685727	TAX-2	TAX-685727	Rhodococcus hoagii
TAX-101510	TAX-2	TAX-101510	Rhodococcus jostii
TAX-132919	TAX-2	TAX-132919	Rhodococcus jostii
ORG-5980	TAX-2	ORG-5980	Rhodococcus N-774
TAX-37919	TAX-2	TAX-37919	Rhodococcus opacus
TAX-632772	TAX-2	TAX-632772	Rhodococcus opacus
ORG-6093	TAX-2	ORG-6093	Rhodococcus opacus
ORG-6211	TAX-2	ORG-6211	Rhodococcus opacus
ORG-6273	TAX-2	ORG-6273	Rhodococcus opacus
ORG-6091	TAX-2	ORG-6091	Rhodococcus opacus
TAX-263849	TAX-2	TAX-263849	Rhodococcus phenolicus
TAX-334542	TAX-2	TAX-334542	Rhodococcus qingshengii
TAX-38312	TAX-2	TAX-38312	Rhodococcus rhodnii
TAX-1829	TAX-2	TAX-1829	Rhodococcus rhodochrous
TAX-1830	TAX-2	TAX-1830	Rhodococcus ruber
TAX-1831	TAX-2	TAX-1831	Rhodococcus sp.
TAX-103808	TAX-2	TAX-103808	Rhodococcus sp. AD45
TAX-644410	TAX-2	TAX-644410	Rhodococcus sp. C1
TAX-186196	TAX-2	TAX-186196	Rhodococcus sp. DK17
TAX-54064	TAX-2	TAX-54064	Rhodococcus sp. IGTS8
TAX-51612	TAX-2	TAX-51612	Rhodococcus sp. MB1
TAX-104109	TAX-2	TAX-104109	Rhodococcus sp. MB1 Bresler 1999
TAX-88735	TAX-2	TAX-88735	Rhodococcus sp. N-771
TAX-933800	TAX-2	TAX-933800	Rhodococcus sp. NCIMB 12038
TAX-157732	TAX-2	TAX-157732	Rhodococcus sp. NCIMB 9784
TAX-129133	TAX-2	TAX-129133	Rhodococcus sp. PN1
TAX-76275	TAX-2	TAX-76275	Rhodococcus sp. R312
TAX-441625	TAX-2	TAX-441625	Rhodococcus sp. SQ1
ORG-6295	TAX-2	ORG-6295	Rhodococcus sp. Strain B1
ORG-6079	TAX-2	ORG-6079	Rhodococcus sp. strain MS11
ORG-6060	TAX-2	ORG-6060	Rhodococcus sp. strain SY1
ORG-6020	TAX-2	ORG-6020	Rhodococcus sp. TE1
TAX-1072366	TAX-2	TAX-1072366	Rhodococcus sp. TMP1
ORG-5982	TAX-2	ORG-5982	Rhodococcus YH3-3
TAX-75787	TAX-2	TAX-75787	Rhodocyclaceae
TAX-206389	TAX-2	TAX-206389	Rhodocyclales
TAX-1068	TAX-2	TAX-1068	Rhodomicrobium
TAX-1069	TAX-2	TAX-1069	Rhodomicrobium vannielii
TAX-265488	TAX-2	TAX-265488	Rhodopirellula
